Displaying Data Collected From https://khro.health.go.ke/#/covid_19_tracker. Some Days are missing on the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Nairobi cases by day,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garissa,Date,Homa Bay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho(Number of Cases),Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,Kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date`,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West Pokot
10.08.2020,236,13.08.2020,15,05.05.2021,2,26.03.2021,8,29.12.2020,7,04.09.2020,3,05.05.2021,2,05.12.2020,4,31.10.2020,1,05.03.2021,1,19.03.2021,1,11.09.2020,14,19.11.2020,15,17.11.2020,21,19.09.2020,20,21.10.2020,6,25.02.2021,1,12.11.2020,22,13.10.2020,24,18.12.2020,27,12.12.2020,2,17.11.2020,9,19.06.2021,1,03.10.2020,4,02.12.2020,36,,,14.07.2021,1,09.11.2020,13,02.12.2020,35,03.11.2020,14,10.10.2020,85,19.12.2020,7,03.12.2020,1,06.04.2021,3,24.02.2021,1,13.11.2020,12,,,17.12.2020,6,20.11.2020,3,30.04.2021,1,13.12.2020,3,09.12.2020,4,08.10.2020,22,12.04.2021,7,,,17.06.2021,2
12.08.2020,356,15.08.2020,6,07.05.2021,10,28.03.2021,1,30.12.2020,16,05.09.2020,15,06.05.2021,2,06.12.2020,1,01.11.2020,17,10.03.2021,4,21.03.2021,2,14.09.2020,2,20.11.2020,12,18.11.2020,26,20.09.2020,5,22.10.2020,49,27.02.2021,1,13.11.2020,18,14.10.2020,46,22.12.2020,15,14.12.2020,5,18.11.2020,63,01.07.2021,2,05.10.2020,2,03.12.2020,1,,,21.07.2021,1,10.11.2020,14,03.12.2020,10,04.11.2020,14,13.10.2020,113,22.12.2020,3,04.12.2020,6,07.04.2021,29,01.03.2021,7,14.11.2020,14,,,18.12.2020,2,25.11.2020,9,01.05.2021,3,17.12.2020,3,10.12.2020,3,09.10.2020,16,13.04.2021,10,,,18.06.2021,1
14.08.2020,239,17.08.2020,4,10.05.2021,1,31.03.2021,6,05.01.2021,21,06.09.2020,5,07.05.2021,2,07.12.2020,5,03.11.2020,35,11.03.2021,1,26.03.2021,1,15.09.2020,1,22.11.2020,1,19.11.2020,84,22.09.2020,16,23.10.2020,2,09.03.2021,1,14.11.2020,5,15.10.2020,26,23.12.2020,23,15.12.2020,21,19.11.2020,10,03.07.2021,4,06.10.2020,2,04.12.2020,12,,,28.07.2021,8,11.11.2020,7,05.12.2020,5,05.11.2020,4,14.10.2020,47,30.12.2020,3,05.12.2020,2,10.04.2021,17,02.03.2021,4,15.11.2020,6,,,21.12.2020,3,26.11.2020,11,03.05.2021,2,18.12.2020,3,11.12.2020,20,12.10.2020,30,14.04.2021,1,,,21.06.2021,3
15.08.2020,126,18.08.2020,7,11.05.2021,1,01.04.2021,6,07.01.2021,1,09.09.2020,1,08.05.2021,1,08.12.2020,13,05.11.2020,11,16.03.2021,1,29.03.2021,1,17.09.2020,6,24.11.2020,22,20.11.2020,4,23.09.2020,9,25.10.2020,21,12.03.2021,1,16.11.2020,15,16.10.2020,26,24.12.2020,1,16.12.2020,4,20.11.2020,28,14.07.2021,1,08.10.2020,2,05.12.2020,4,,,29.07.2021,2,12.11.2020,15,10.12.2020,34,06.11.2020,6,15.10.2020,66,31.12.2020,1,06.12.2020,4,15.04.2021,43,03.03.2021,8,16.11.2020,40,,,22.12.2020,1,27.11.2020,15,05.05.2021,20,19.12.2020,2,14.12.2020,9,13.10.2020,33,15.04.2021,2,,,22.06.2021,1
17.08.2020,98,20.08.2020,11,13.05.2021,11,02.04.2021,11,08.01.2021,1,10.09.2020,2,09.05.2021,1,09.12.2020,1,07.11.2020,14,18.03.2021,4,01.04.2021,6,18.09.2020,2,26.11.2020,32,21.11.2020,1,25.09.2020,2,26.10.2020,1,14.03.2021,1,18.11.2020,29,17.10.2020,27,25.12.2020,1,17.12.2020,1,21.11.2020,4,15.07.2021,14,10.10.2020,7,07.12.2020,5,,,02.08.2021,7,13.11.2020,8,13.12.2020,1,08.11.2020,3,17.10.2020,127,04.01.2021,1,12.12.2020,20,16.04.2021,6,04.03.2021,2,17.11.2020,12,,,23.12.2020,2,28.11.2020,1,06.05.2021,19,23.12.2020,1,15.12.2020,2,14.10.2020,47,16.04.2021,15,,,23.06.2021,1
19.08.2020,129,21.08.2020,25,14.05.2021,2,07.04.2021,30,11.01.2021,2,11.09.2020,2,10.05.2021,2,10.12.2020,1,10.11.2020,9,19.03.2021,1,02.04.2021,1,19.09.2020,1,27.11.2020,47,22.11.2020,2,26.09.2020,11,27.10.2020,41,15.03.2021,8,20.11.2020,24,19.10.2020,24,26.12.2020,1,22.12.2020,13,22.11.2020,3,21.07.2021,5,12.10.2020,2,08.12.2020,2,,,03.08.2021,9,14.11.2020,21,15.12.2020,5,09.11.2020,8,18.10.2020,7,11.01.2021,1,13.12.2020,1,17.04.2021,1,05.03.2021,2,18.11.2020,11,,,24.12.2020,2,30.11.2020,7,10.05.2021,4,24.12.2020,1,16.12.2020,13,15.10.2020,21,17.04.2021,1,,,24.06.2021,1
20.08.2020,105,23.08.2020,10,19.05.2021,1,08.04.2021,10,13.01.2021,1,14.09.2020,8,14.05.2021,1,12.12.2020,12,11.11.2020,1,20.03.2021,1,03.04.2021,1,23.09.2020,6,28.11.2020,7,24.11.2020,30,28.09.2020,21,28.10.2020,30,17.03.2021,6,21.11.2020,3,20.10.2020,4,27.12.2020,1,24.12.2020,1,25.11.2020,8,23.07.2021,3,14.10.2020,24,09.12.2020,13,,,05.08.2021,2,15.11.2020,83,18.12.2020,13,10.11.2020,3,19.10.2020,18,12.01.2021,1,15.12.2020,1,19.04.2021,17,09.03.2021,4,19.11.2020,11,,,29.12.2020,1,01.12.2020,5,12.05.2021,1,30.12.2020,3,18.12.2020,3,17.10.2020,7,20.04.2021,1,,,29.06.2021,1
22.08.2020,77,25.08.2020,19,21.05.2021,3,11.04.2021,2,19.01.2021,1,15.09.2020,2,15.05.2021,1,13.12.2020,1,12.11.2020,3,22.03.2021,2,06.04.2021,1,24.09.2020,11,29.11.2020,1,25.11.2020,13,29.09.2020,5,30.10.2020,41,18.03.2021,1,22.11.2020,9,21.10.2020,59,31.12.2020,4,25.12.2020,3,26.11.2020,14,27.07.2021,7,15.10.2020,14,10.12.2020,1,,,,,16.11.2020,20,21.12.2020,3,11.11.2020,5,21.10.2020,133,20.01.2021,1,16.12.2020,3,21.04.2021,30,10.03.2021,8,20.11.2020,30,,,30.12.2020,1,02.12.2020,20,13.05.2021,1,31.12.2020,3,19.12.2020,1,18.10.2020,18,21.04.2021,12,,,02.07.2021,1
24.08.2020,74,26.08.2020,6,22.05.2021,1,12.04.2021,6,20.01.2021,1,16.09.2020,2,22.05.2021,1,16.12.2020,12,14.11.2020,1,23.03.2021,1,07.04.2021,7,27.09.2020,2,30.11.2020,1,26.11.2020,68,01.10.2020,7,31.10.2020,17,21.03.2021,7,23.11.2020,3,22.10.2020,33,06.01.2021,4,28.12.2020,2,27.11.2020,9,28.07.2021,2,17.10.2020,6,11.12.2020,1,,,,,18.11.2020,43,23.12.2020,5,12.11.2020,4,22.10.2020,3,21.01.2021,1,02.01.2021,1,22.04.2021,2,11.03.2021,7,21.11.2020,16,,,01.01.2021,1,03.12.2020,9,14.05.2021,1,07.01.2021,1,21.12.2020,10,19.10.2020,116,23.04.2021,5,,,05.07.2021,1
25.08.2020,99,28.08.2020,4,27.05.2021,2,14.04.2021,23,25.01.2021,1,22.09.2020,5,24.05.2021,1,17.12.2020,14,15.11.2020,3,26.03.2021,1,12.04.2021,8,28.09.2020,1,01.12.2020,12,27.11.2020,33,02.10.2020,5,01.11.2020,8,22.03.2021,18,24.11.2020,15,23.10.2020,37,07.01.2021,9,29.12.2020,1,28.11.2020,8,29.07.2021,9,18.10.2020,2,12.12.2020,5,,,,,19.11.2020,9,25.12.2020,1,13.11.2020,1,23.10.2020,147,01.02.2021,2,06.01.2021,1,23.04.2021,33,12.03.2021,5,22.11.2020,4,,,04.01.2021,1,04.12.2020,11,17.05.2021,2,08.01.2021,1,24.12.2020,4,21.10.2020,50,24.04.2021,2,,,08.07.2021,1
27.08.2020,112,29.08.2020,10,28.05.2021,5,15.04.2021,3,26.01.2021,1,23.09.2020,1,27.05.2021,1,18.12.2020,20,16.11.2020,1,27.03.2021,1,13.04.2021,11,01.10.2020,1,02.12.2020,6,28.11.2020,1,04.10.2020,1,02.11.2020,11,23.03.2021,1,26.11.2020,24,24.10.2020,39,08.01.2021,9,30.12.2020,3,29.11.2020,1,02.08.2021,7,19.10.2020,1,13.12.2020,1,,,,,20.11.2020,26,05.01.2021,1,14.11.2020,16,25.10.2020,5,03.02.2021,3,12.01.2021,6,26.04.2021,16,13.03.2021,3,23.11.2020,10,,,05.01.2021,1,07.12.2020,1,22.05.2021,1,09.01.2021,1,28.12.2020,1,22.10.2020,29,27.04.2021,5,,,15.07.2021,1
29.08.2020,81,31.08.2020,17,02.06.2021,6,16.04.2021,4,27.01.2021,3,24.09.2020,10,01.06.2021,1,19.12.2020,1,17.11.2020,5,30.03.2021,1,14.04.2021,4,02.10.2020,5,04.12.2020,40,29.11.2020,1,05.10.2020,8,03.11.2020,50,24.03.2021,2,27.11.2020,30,26.10.2020,7,12.01.2021,1,31.12.2020,1,30.11.2020,1,03.08.2021,16,21.10.2020,14,14.12.2020,26,,,,,21.11.2020,11,06.01.2021,9,15.11.2020,3,26.10.2020,24,08.02.2021,2,19.01.2021,1,28.04.2021,4,14.03.2021,1,24.11.2020,3,,,06.01.2021,3,08.12.2020,2,25.05.2021,1,18.01.2021,1,04.01.2021,1,23.10.2020,181,28.04.2021,1,,,23.07.2021,2
30.08.2020,77,02.09.2020,21,06.06.2021,1,19.04.2021,16,28.01.2021,2,25.09.2020,22,02.06.2021,1,20.12.2020,1,19.11.2020,2,31.03.2021,6,15.04.2021,2,03.10.2020,2,05.12.2020,12,01.12.2020,57,07.10.2020,13,05.11.2020,28,25.03.2021,1,28.11.2020,2,29.10.2020,61,14.01.2021,1,04.01.2021,4,01.12.2020,2,04.08.2021,6,22.10.2020,18,16.12.2020,2,,,,,22.11.2020,9,08.01.2021,1,16.11.2020,2,28.10.2020,12,12.02.2021,11,23.01.2021,1,29.04.2021,1,15.03.2021,1,25.11.2020,8,,,08.01.2021,1,09.12.2020,36,26.05.2021,3,21.01.2021,2,06.01.2021,4,24.10.2020,24,30.04.2021,3,,,26.07.2021,1
01.09.2020,50,03.09.2020,2,07.06.2021,4,20.04.2021,6,06.02.2021,1,26.09.2020,9,04.06.2021,1,21.12.2020,1,20.11.2020,4,02.04.2021,5,17.04.2021,4,06.10.2020,4,06.12.2020,2,02.12.2020,4,08.10.2020,9,06.11.2020,36,28.03.2021,1,01.12.2020,5,30.10.2020,19,15.01.2021,1,05.01.2021,1,02.12.2020,32,05.08.2021,22,24.10.2020,14,17.12.2020,4,,,,,25.11.2020,13,12.01.2021,1,18.11.2020,16,29.10.2020,157,19.02.2021,1,26.01.2021,6,01.05.2021,1,16.03.2021,5,26.11.2020,21,,,11.01.2021,1,10.12.2020,4,28.05.2021,2,23.01.2021,1,11.01.2021,2,27.10.2020,55,03.05.2021,2,,,28.07.2021,2
03.09.2020,66,05.09.2020,1,09.06.2021,1,21.04.2021,9,11.02.2021,3,27.09.2020,2,05.06.2021,2,22.12.2020,2,21.11.2020,1,06.04.2021,1,20.04.2021,20,07.10.2020,2,07.12.2020,2,03.12.2020,18,10.10.2020,28,07.11.2020,4,29.03.2021,3,03.12.2020,13,31.10.2020,17,17.01.2021,2,09.01.2021,2,03.12.2020,9,06.08.2021,5,26.10.2020,8,18.12.2020,2,,,,,26.11.2020,45,13.01.2021,2,19.11.2020,4,30.10.2020,149,22.02.2021,1,05.02.2021,3,03.05.2021,9,17.03.2021,8,27.11.2020,7,,,12.01.2021,1,11.12.2020,1,29.05.2021,1,24.01.2021,1,14.01.2021,1,28.10.2020,103,04.05.2021,3,,,29.07.2021,3
04.09.2020,36,06.09.2020,6,11.06.2021,7,22.04.2021,10,20.02.2021,1,10.10.2020,10,07.06.2021,1,24.12.2020,10,23.11.2020,17,07.04.2021,2,21.04.2021,2,10.10.2020,3,08.12.2020,7,04.12.2020,10,11.10.2020,2,08.11.2020,9,30.03.2021,1,04.12.2020,15,01.11.2020,10,18.01.2021,1,11.01.2021,3,04.12.2020,7,07.08.2021,4,27.10.2020,12,21.12.2020,1,,,,,27.11.2020,4,15.01.2021,19,20.11.2020,4,01.11.2020,46,24.02.2021,1,18.02.2021,1,05.05.2021,5,18.03.2021,10,28.11.2020,27,,,19.01.2021,3,12.12.2020,2,02.06.2021,3,01.02.2021,2,15.01.2021,2,29.10.2020,51,05.05.2021,2,,,30.07.2021,1
06.09.2020,40,08.09.2020,16,13.06.2021,1,23.04.2021,2,23.02.2021,1,11.10.2020,4,08.06.2021,5,31.12.2020,1,25.11.2020,1,09.04.2021,4,22.04.2021,1,12.10.2020,2,09.12.2020,15,05.12.2020,2,13.10.2020,25,09.11.2020,40,31.03.2021,1,05.12.2020,1,02.11.2020,7,21.01.2021,1,15.01.2021,1,05.12.2020,5,,,28.10.2020,12,22.12.2020,1,,,,,28.11.2020,10,18.01.2021,2,21.11.2020,16,02.11.2020,8,01.03.2021,1,24.02.2021,1,06.05.2021,2,19.03.2021,33,29.11.2020,16,,,20.01.2021,2,15.12.2020,32,06.06.2021,2,02.02.2021,1,18.01.2021,7,01.11.2020,8,06.05.2021,1,,,01.08.2021,1
08.09.2020,18,10.09.2020,16,16.06.2021,4,25.04.2021,1,25.02.2021,1,12.10.2020,24,09.06.2021,1,01.01.2021,1,30.11.2020,6,10.04.2021,5,24.04.2021,2,13.10.2020,16,10.12.2020,14,07.12.2020,9,14.10.2020,11,11.11.2020,37,01.04.2021,14,09.12.2020,4,03.11.2020,28,22.01.2021,3,16.01.2021,3,06.12.2020,4,,,30.10.2020,24,23.12.2020,2,,,,,29.11.2020,13,20.01.2021,1,22.11.2020,9,03.11.2020,188,04.03.2021,1,27.02.2021,1,07.05.2021,22,20.03.2021,4,30.11.2020,34,,,21.01.2021,1,16.12.2020,21,09.06.2021,6,04.02.2021,1,19.01.2021,1,02.11.2020,16,07.05.2021,3,,,02.08.2021,1
09.09.2020,34,11.09.2020,22,18.06.2021,1,26.04.2021,20,26.02.2021,1,13.10.2020,35,10.06.2021,1,05.01.2021,4,01.12.2020,1,12.04.2021,4,30.04.2021,14,15.10.2020,15,11.12.2020,13,08.12.2020,19,16.10.2020,13,12.11.2020,123,02.04.2021,12,10.12.2020,1,04.11.2020,32,24.01.2021,9,20.01.2021,6,07.12.2020,4,,,31.10.2020,6,28.12.2020,14,,,,,30.11.2020,6,21.01.2021,2,23.11.2020,22,05.11.2020,72,08.03.2021,5,01.03.2021,2,10.05.2021,15,21.03.2021,3,01.12.2020,18,,,22.01.2021,7,17.12.2020,2,10.06.2021,1,07.02.2021,1,21.01.2021,11,03.11.2020,108,10.05.2021,1,,,03.08.2021,1
11.09.2020,31,13.09.2020,20,21.06.2021,1,27.04.2021,13,27.02.2021,1,14.10.2020,7,13.06.2021,2,06.01.2021,13,02.12.2020,13,13.04.2021,7,01.05.2021,1,16.10.2020,10,12.12.2020,1,09.12.2020,11,17.10.2020,30,13.11.2020,15,03.04.2021,1,11.12.2020,8,06.11.2020,53,27.01.2021,1,21.01.2021,3,08.12.2020,4,,,01.11.2020,24,30.12.2020,5,,,,,01.12.2020,2,27.01.2021,2,24.11.2020,19,06.11.2020,62,10.03.2021,2,05.03.2021,2,11.05.2021,6,22.03.2021,21,02.12.2020,17,,,25.01.2021,5,18.12.2020,1,14.06.2021,1,11.02.2021,1,22.01.2021,2,04.11.2020,23,11.05.2021,5,,,04.08.2021,2
13.09.2020,23,14.09.2020,7,23.06.2021,3,28.04.2021,5,01.03.2021,1,15.10.2020,16,14.06.2021,4,12.01.2021,8,03.12.2020,2,14.04.2021,2,04.05.2021,5,18.10.2020,3,13.12.2020,2,10.12.2020,2,19.10.2020,4,14.11.2020,139,06.04.2021,2,15.12.2020,4,08.11.2020,13,02.02.2021,2,24.01.2021,1,09.12.2020,19,,,03.11.2020,13,31.12.2020,1,,,,,02.12.2020,45,31.01.2021,1,25.11.2020,8,07.11.2020,18,11.03.2021,1,11.03.2021,1,13.05.2021,11,23.03.2021,6,03.12.2020,21,,,26.01.2021,4,20.12.2020,1,29.06.2021,2,13.02.2021,1,25.01.2021,2,06.11.2020,63,14.05.2021,1,,,08.08.2021,1
14.09.2020,27,16.09.2020,20,24.06.2021,1,29.04.2021,15,02.03.2021,1,17.10.2020,20,16.06.2021,1,14.01.2021,1,04.12.2020,5,15.04.2021,8,05.05.2021,1,19.10.2020,13,14.12.2020,1,11.12.2020,5,20.10.2020,5,16.11.2020,28,07.04.2021,2,16.12.2020,2,09.11.2020,36,05.02.2021,1,25.01.2021,7,10.12.2020,3,,,04.11.2020,20,02.01.2021,3,,,,,03.12.2020,19,02.02.2021,2,26.11.2020,15,09.11.2020,63,12.03.2021,2,12.03.2021,2,14.05.2021,1,24.03.2021,2,04.12.2020,20,,,27.01.2021,1,22.12.2020,5,04.07.2021,1,14.02.2021,1,27.01.2021,1,08.11.2020,34,17.05.2021,4,,,09.08.2021,2
16.09.2020,64,18.09.2020,6,25.06.2021,1,30.04.2021,8,05.03.2021,2,18.10.2020,18,17.06.2021,1,21.01.2021,1,05.12.2020,14,16.04.2021,4,07.05.2021,2,20.10.2020,11,15.12.2020,7,14.12.2020,1,22.10.2020,15,17.11.2020,7,08.04.2021,1,17.12.2020,5,10.11.2020,30,07.02.2021,1,03.02.2021,1,11.12.2020,1,,,05.11.2020,17,03.01.2021,1,,,,,04.12.2020,3,09.02.2021,3,27.11.2020,7,10.11.2020,6,13.03.2021,83,14.03.2021,2,17.05.2021,12,25.03.2021,16,05.12.2020,8,,,28.01.2021,6,23.12.2020,2,09.07.2021,1,18.02.2021,1,28.01.2021,1,09.11.2020,66,18.05.2021,7,,,,
18.09.2020,35,19.09.2020,24,26.06.2021,1,03.05.2021,1,09.03.2021,1,19.10.2020,16,18.06.2021,5,27.01.2021,4,09.12.2020,1,17.04.2021,5,12.05.2021,1,22.10.2020,11,16.12.2020,11,16.12.2020,3,23.10.2020,12,18.11.2020,6,09.04.2021,13,18.12.2020,1,11.11.2020,31,11.02.2021,1,05.02.2021,2,13.12.2020,2,,,07.11.2020,9,06.01.2021,40,,,,,05.12.2020,3,15.02.2021,1,28.11.2020,34,11.11.2020,75,15.03.2021,4,15.03.2021,1,18.05.2021,1,26.03.2021,15,07.12.2020,14,,,29.01.2021,1,25.12.2020,1,13.07.2021,8,22.02.2021,1,29.01.2021,2,10.11.2020,38,19.05.2021,1,,,,
20.09.2020,32,21.09.2020,9,01.07.2021,4,04.05.2021,1,10.03.2021,5,20.10.2020,19,19.06.2021,1,01.02.2021,1,10.12.2020,2,19.04.2021,8,13.05.2021,1,23.10.2020,2,18.12.2020,8,20.12.2020,1,25.10.2020,3,19.11.2020,4,10.04.2021,1,19.12.2020,2,12.11.2020,17,14.02.2021,1,07.02.2021,3,16.12.2020,9,,,08.11.2020,14,08.01.2021,1,,,,,06.12.2020,11,16.02.2021,1,29.11.2020,1,13.11.2020,103,16.03.2021,3,16.03.2021,8,19.05.2021,4,27.03.2021,6,08.12.2020,6,,,01.02.2021,1,30.12.2020,2,14.07.2021,1,05.03.2021,5,04.02.2021,6,12.11.2020,24,20.05.2021,3,,,,
21.09.2020,50,23.09.2020,14,02.07.2021,3,05.05.2021,8,11.03.2021,2,21.10.2020,5,23.06.2021,1,04.02.2021,5,11.12.2020,1,20.04.2021,25,17.05.2021,1,25.10.2020,13,22.12.2020,1,26.12.2020,2,26.10.2020,32,20.11.2020,39,11.04.2021,3,20.12.2020,1,13.11.2020,56,16.02.2021,2,11.02.2021,3,17.12.2020,1,,,09.11.2020,30,09.01.2021,1,,,,,08.12.2020,1,17.02.2021,1,30.11.2020,3,14.11.2020,31,17.03.2021,2,17.03.2021,2,21.05.2021,9,28.03.2021,4,09.12.2020,2,,,02.02.2021,3,01.01.2021,2,16.07.2021,2,08.03.2021,8,11.02.2021,2,13.11.2020,41,21.05.2021,1,,,,
23.09.2020,14,24.09.2020,21,06.07.2021,6,06.05.2021,10,12.03.2021,9,22.10.2020,12,24.06.2021,1,10.02.2021,1,12.12.2020,6,21.04.2021,2,18.05.2021,1,26.10.2020,12,23.12.2020,7,27.12.2020,1,27.10.2020,101,22.11.2020,6,12.04.2021,5,21.12.2020,3,14.11.2020,8,25.02.2021,1,17.02.2021,3,18.12.2020,12,,,11.11.2020,10,10.01.2021,3,,,,,09.12.2020,26,25.02.2021,24,01.12.2020,14,15.11.2020,2,18.03.2021,27,19.03.2021,7,24.05.2021,10,29.03.2021,27,10.12.2020,17,,,04.02.2021,1,02.01.2021,2,25.07.2021,1,10.03.2021,1,18.02.2021,2,14.11.2020,29,24.05.2021,5,,,,
25.09.2020,42,26.09.2020,13,07.07.2021,4,07.05.2021,10,16.03.2021,1,24.10.2020,19,25.06.2021,1,11.02.2021,1,16.12.2020,4,22.04.2021,2,19.05.2021,1,27.10.2020,9,29.12.2020,7,03.01.2021,1,29.10.2020,94,23.11.2020,13,13.04.2021,8,23.12.2020,3,16.11.2020,29,05.03.2021,2,18.02.2021,2,19.12.2020,1,,,12.11.2020,24,12.01.2021,3,,,,,10.12.2020,12,26.02.2021,1,02.12.2020,67,17.11.2020,27,19.03.2021,6,21.03.2021,1,26.05.2021,12,30.03.2021,2,11.12.2020,3,,,08.02.2021,3,04.01.2021,5,03.08.2021,2,11.03.2021,5,22.02.2021,3,16.11.2020,14,26.05.2021,4,,,,
26.09.2020,63,28.09.2020,15,09.07.2021,4,11.05.2021,1,17.03.2021,3,25.10.2020,20,30.06.2021,1,12.02.2021,1,18.12.2020,4,23.04.2021,14,20.05.2021,1,29.10.2020,20,30.12.2020,3,11.01.2021,1,30.10.2020,144,24.11.2020,9,14.04.2021,34,24.12.2020,2,17.11.2020,37,06.03.2021,7,20.02.2021,2,24.12.2020,1,,,13.11.2020,58,13.01.2021,6,,,,,11.12.2020,1,27.02.2021,1,03.12.2020,4,18.11.2020,36,21.03.2021,1,23.03.2021,14,28.05.2021,9,31.03.2021,3,12.12.2020,1,,,09.02.2021,1,06.01.2021,1,04.08.2021,2,12.03.2021,5,24.02.2021,1,17.11.2020,36,02.06.2021,11,,,,
28.09.2020,53,30.09.2020,22,12.07.2021,1,12.05.2021,7,18.03.2021,3,27.10.2020,9,07.07.2021,1,14.02.2021,1,19.12.2020,2,24.04.2021,4,22.05.2021,7,30.10.2020,23,09.01.2021,1,13.01.2021,23,01.11.2020,35,25.11.2020,16,16.04.2021,30,28.12.2020,3,18.11.2020,48,08.03.2021,1,21.02.2021,1,25.12.2020,1,,,15.11.2020,17,14.01.2021,1,,,,,12.12.2020,5,05.03.2021,17,04.12.2020,6,19.11.2020,13,22.03.2021,6,24.03.2021,17,31.05.2021,14,01.04.2021,45,14.12.2020,5,,,16.02.2021,1,08.01.2021,36,05.08.2021,1,14.03.2021,2,25.02.2021,13,18.11.2020,53,03.06.2021,6,,,,
30.09.2020,58,02.10.2020,13,13.07.2021,1,13.05.2021,6,19.03.2021,9,28.10.2020,21,12.07.2021,1,15.02.2021,2,20.12.2020,1,25.04.2021,2,26.05.2021,1,01.11.2020,8,10.01.2021,3,15.01.2021,4,02.11.2020,34,26.11.2020,152,18.04.2021,1,01.01.2021,5,19.11.2020,25,09.03.2021,1,23.02.2021,1,01.01.2021,5,,,16.11.2020,32,15.01.2021,1,,,,,13.12.2020,2,10.03.2021,2,05.12.2020,19,21.11.2020,22,23.03.2021,12,25.03.2021,1,02.06.2021,14,02.04.2021,23,15.12.2020,13,,,17.02.2021,1,09.01.2021,1,,,16.03.2021,6,26.02.2021,4,19.11.2020,35,04.06.2021,5,,,,
01.10.2020,37,03.10.2020,15,14.07.2021,4,17.05.2021,3,21.03.2021,3,29.10.2020,14,14.07.2021,5,20.02.2021,1,24.12.2020,2,26.04.2021,2,09.06.2021,1,02.11.2020,17,14.01.2021,1,16.01.2021,1,04.11.2020,51,28.11.2020,11,19.04.2021,10,05.01.2021,3,20.11.2020,30,10.03.2021,3,25.02.2021,2,06.01.2021,3,,,17.11.2020,21,16.01.2021,1,,,,,14.12.2020,1,14.03.2021,1,06.12.2020,3,22.11.2020,1,24.03.2021,5,26.03.2021,11,04.06.2021,12,03.04.2021,8,16.12.2020,18,,,24.02.2021,2,13.01.2021,2,,,17.03.2021,1,02.03.2021,4,21.11.2020,21,08.06.2021,9,,,,
03.10.2020,70,06.10.2020,31,15.07.2021,3,18.05.2021,2,23.03.2021,13,30.10.2020,14,24.07.2021,1,22.02.2021,1,28.12.2020,2,27.04.2021,3,19.06.2021,1,03.11.2020,31,15.01.2021,1,21.01.2021,1,05.11.2020,39,29.11.2020,1,20.04.2021,3,08.01.2021,1,21.11.2020,11,12.03.2021,2,03.03.2021,1,07.01.2021,3,,,19.11.2020,17,20.01.2021,1,,,,,15.12.2020,5,15.03.2021,3,07.12.2020,2,23.11.2020,7,25.03.2021,13,01.04.2021,1,07.06.2021,8,04.04.2021,1,17.12.2020,8,,,01.03.2021,2,14.01.2021,2,,,18.03.2021,28,03.03.2021,1,22.11.2020,15,09.06.2021,12,,,,
05.10.2020,64,07.10.2020,59,16.07.2021,1,19.05.2021,7,24.03.2021,20,01.11.2020,44,25.07.2021,1,23.02.2021,3,30.12.2020,1,28.04.2021,2,21.06.2021,1,05.11.2020,20,17.01.2021,1,25.01.2021,3,07.11.2020,45,30.11.2020,40,21.04.2021,16,11.01.2021,2,22.11.2020,3,15.03.2021,1,06.03.2021,1,08.01.2021,3,,,20.11.2020,25,23.01.2021,2,,,,,16.12.2020,3,16.03.2021,1,08.12.2020,2,25.11.2020,40,27.03.2021,11,02.04.2021,1,08.06.2021,1,06.04.2021,14,18.12.2020,1,,,02.03.2021,1,15.01.2021,1,,,19.03.2021,9,04.03.2021,6,23.11.2020,33,10.06.2021,6,,,,
06.10.2020,109,09.10.2020,33,17.07.2021,1,20.05.2021,5,25.03.2021,3,04.11.2020,8,26.07.2021,1,26.02.2021,2,07.01.2021,1,29.04.2021,4,22.06.2021,1,06.11.2020,38,19.01.2021,2,27.01.2021,1,08.11.2020,52,01.12.2020,83,22.04.2021,5,15.01.2021,2,24.11.2020,22,16.03.2021,3,09.03.2021,1,10.01.2021,2,,,21.11.2020,17,25.01.2021,1,,,,,17.12.2020,2,18.03.2021,3,09.12.2020,56,26.11.2020,37,28.03.2021,1,06.04.2021,1,09.06.2021,7,07.04.2021,11,19.12.2020,34,,,03.03.2021,2,19.01.2021,1,,,21.03.2021,1,05.03.2021,1,25.11.2020,20,11.06.2021,5,,,,
