Displaying Data Collected From https://khro.health.go.ke/#/covid_19_tracker. Some Days are missing on the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Nairobi cases by day,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garissa,Date,Homa Bay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho(Number of Cases),Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,Kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date`,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West Pokot
11.12.2020,144,11.12.2020,27,,,16.07.2021,2,12.05.2021,1,27.12.2020,5,,,04.05.2021,35,31.03.2021,2,10.06.2021,11,,,31.12.2020,4,07.04.2021,6,09.04.2021,8,05.01.2021,5,27.01.2021,6,28.06.2021,2,18.04.2021,1,18.01.2021,1,24.04.2021,10,29.05.2021,2,29.03.2021,7,,,15.01.2021,3,30.03.2021,17,,,,,20.02.2021,4,14.05.2021,3,19.02.2021,1,21.01.2021,2,10.05.2021,3,08.06.2021,1,,,16.06.2021,12,14.03.2021,6,,,27.04.2021,13,03.04.2021,4,,,14.05.2021,6,09.05.2021,1,28.01.2021,4,,,,,,
12.12.2020,142,12.12.2020,10,,,19.07.2021,1,13.05.2021,10,28.12.2020,10,,,05.05.2021,3,01.04.2021,3,11.06.2021,21,,,01.01.2021,1,08.04.2021,34,10.04.2021,3,07.01.2021,1,28.01.2021,14,29.06.2021,2,19.04.2021,1,19.01.2021,8,25.04.2021,8,01.06.2021,2,30.03.2021,7,,,17.01.2021,1,31.03.2021,17,,,,,22.02.2021,7,15.05.2021,4,20.02.2021,1,22.01.2021,5,11.05.2021,3,09.06.2021,2,,,17.06.2021,2,15.03.2021,10,,,28.04.2021,11,05.04.2021,1,,,17.05.2021,3,10.05.2021,2,29.01.2021,13,,,,,,
14.12.2020,118,14.12.2020,66,,,21.07.2021,1,14.05.2021,1,30.12.2020,5,,,06.05.2021,4,02.04.2021,1,12.06.2021,11,,,04.01.2021,3,09.04.2021,53,11.04.2021,3,08.01.2021,20,29.01.2021,4,30.06.2021,2,20.04.2021,11,20.01.2021,2,26.04.2021,16,03.06.2021,2,01.04.2021,8,,,19.01.2021,2,01.04.2021,13,,,,,23.02.2021,4,17.05.2021,2,22.02.2021,1,23.01.2021,2,12.05.2021,4,10.06.2021,1,,,18.06.2021,4,16.03.2021,11,,,29.04.2021,7,06.04.2021,15,,,19.05.2021,16,11.05.2021,2,31.01.2021,6,,,,,,
16.12.2020,222,15.12.2020,59,,,22.07.2021,3,17.05.2021,8,31.12.2020,15,,,07.05.2021,7,03.04.2021,10,13.06.2021,5,,,05.01.2021,3,12.04.2021,9,12.04.2021,58,10.01.2021,2,31.01.2021,2,01.07.2021,1,21.04.2021,9,21.01.2021,1,27.04.2021,28,07.06.2021,2,02.04.2021,16,,,21.01.2021,1,02.04.2021,3,,,,,24.02.2021,1,18.05.2021,49,23.02.2021,6,26.01.2021,6,13.05.2021,2,11.06.2021,2,,,20.06.2021,2,17.03.2021,27,,,30.04.2021,34,07.04.2021,6,,,20.05.2021,5,17.05.2021,9,01.02.2021,2,,,,,,
17.12.2020,161,17.12.2020,65,,,24.07.2021,1,18.05.2021,2,01.01.2021,2,,,10.05.2021,1,06.04.2021,10,14.06.2021,22,,,07.01.2021,4,13.04.2021,12,13.04.2021,7,11.01.2021,4,01.02.2021,1,02.07.2021,1,22.04.2021,13,25.01.2021,2,28.04.2021,10,09.06.2021,1,03.04.2021,6,,,22.01.2021,1,03.04.2021,3,,,,,25.02.2021,4,19.05.2021,15,26.02.2021,1,28.01.2021,3,14.05.2021,12,14.06.2021,1,,,21.06.2021,1,18.03.2021,3,,,03.05.2021,4,08.04.2021,1,,,21.05.2021,2,20.05.2021,1,03.02.2021,5,,,,,,
19.12.2020,157,19.12.2020,17,,,26.07.2021,2,19.05.2021,2,02.01.2021,12,,,12.05.2021,7,07.04.2021,24,15.06.2021,68,,,08.01.2021,4,14.04.2021,6,14.04.2021,62,13.01.2021,3,03.02.2021,1,07.07.2021,3,23.04.2021,21,26.01.2021,1,29.04.2021,6,10.06.2021,1,04.04.2021,2,,,23.01.2021,1,05.04.2021,2,,,,,26.02.2021,1,20.05.2021,23,27.02.2021,2,30.01.2021,2,15.05.2021,1,15.06.2021,4,,,22.06.2021,3,19.03.2021,3,,,04.05.2021,40,09.04.2021,3,,,22.05.2021,2,21.05.2021,15,05.02.2021,12,,,,,,
21.12.2020,50,20.12.2020,4,,,27.07.2021,3,20.05.2021,65,03.01.2021,2,,,13.05.2021,2,08.04.2021,13,16.06.2021,49,,,11.01.2021,1,15.04.2021,25,15.04.2021,4,14.01.2021,10,04.02.2021,2,08.07.2021,5,24.04.2021,4,27.01.2021,2,30.04.2021,12,11.06.2021,1,06.04.2021,10,,,25.01.2021,1,06.04.2021,29,,,,,01.03.2021,2,21.05.2021,8,01.03.2021,4,02.02.2021,2,17.05.2021,11,16.06.2021,1,,,23.06.2021,2,20.03.2021,3,,,05.05.2021,3,11.04.2021,1,,,25.05.2021,13,22.05.2021,2,06.02.2021,12,,,,,,
22.12.2020,172,22.12.2020,68,,,29.07.2021,1,21.05.2021,12,05.01.2021,11,,,14.05.2021,4,12.04.2021,24,17.06.2021,30,,,13.01.2021,2,16.04.2021,23,16.04.2021,37,15.01.2021,9,05.02.2021,3,09.07.2021,2,25.04.2021,1,28.01.2021,5,01.05.2021,6,13.06.2021,2,07.04.2021,10,,,27.01.2021,3,07.04.2021,3,,,,,03.03.2021,1,22.05.2021,4,02.03.2021,1,03.02.2021,8,18.05.2021,1,17.06.2021,1,,,24.06.2021,2,21.03.2021,8,,,06.05.2021,14,12.04.2021,22,,,26.05.2021,4,24.05.2021,1,08.02.2021,6,,,,,,
24.12.2020,143,23.12.2020,49,,,30.07.2021,7,22.05.2021,1,07.01.2021,6,,,15.05.2021,2,14.04.2021,1,18.06.2021,36,,,14.01.2021,7,17.04.2021,1,17.04.2021,6,18.01.2021,1,06.02.2021,1,12.07.2021,6,26.04.2021,34,30.01.2021,1,02.05.2021,2,15.06.2021,1,08.04.2021,10,,,28.01.2021,1,08.04.2021,31,,,,,05.03.2021,1,23.05.2021,2,04.03.2021,7,04.02.2021,3,19.05.2021,7,18.06.2021,2,,,26.06.2021,4,22.03.2021,32,,,07.05.2021,11,13.04.2021,17,,,27.05.2021,2,26.05.2021,1,09.02.2021,5,,,,,,
26.12.2020,55,25.12.2020,13,,,04.08.2021,7,25.05.2021,2,08.01.2021,19,,,16.05.2021,2,15.04.2021,16,19.06.2021,10,,,17.01.2021,3,18.04.2021,1,19.04.2021,34,19.01.2021,5,09.02.2021,2,13.07.2021,3,27.04.2021,15,01.02.2021,3,03.05.2021,26,16.06.2021,1,09.04.2021,9,,,30.01.2021,1,10.04.2021,1,,,,,06.03.2021,3,24.05.2021,1,05.03.2021,1,07.02.2021,2,20.05.2021,16,19.06.2021,3,,,28.06.2021,1,23.03.2021,13,,,08.05.2021,1,14.04.2021,1,,,28.05.2021,5,27.05.2021,2,10.02.2021,2,,,,,,
27.12.2020,44,28.12.2020,27,,,05.08.2021,8,26.05.2021,9,09.01.2021,17,,,17.05.2021,4,16.04.2021,9,20.06.2021,10,,,18.01.2021,3,19.04.2021,3,20.04.2021,45,21.01.2021,1,10.02.2021,2,15.07.2021,7,28.04.2021,20,02.02.2021,2,04.05.2021,7,17.06.2021,4,10.04.2021,2,,,31.01.2021,1,12.04.2021,23,,,,,07.03.2021,1,25.05.2021,20,06.03.2021,1,08.02.2021,3,21.05.2021,23,22.06.2021,1,,,29.06.2021,1,24.03.2021,6,,,10.05.2021,6,15.04.2021,3,,,29.05.2021,1,29.05.2021,2,11.02.2021,10,,,,,,
29.12.2020,53,29.12.2020,23,,,06.08.2021,1,27.05.2021,13,10.01.2021,2,,,19.05.2021,2,19.04.2021,3,21.06.2021,20,,,19.01.2021,3,20.04.2021,8,21.04.2021,27,22.01.2021,8,11.02.2021,2,16.07.2021,3,29.04.2021,20,04.02.2021,5,05.05.2021,8,18.06.2021,2,12.04.2021,7,,,01.02.2021,1,13.04.2021,5,,,,,08.03.2021,3,26.05.2021,8,07.03.2021,1,09.02.2021,4,22.05.2021,2,24.06.2021,2,,,30.06.2021,1,25.03.2021,12,,,11.05.2021,18,16.04.2021,27,,,31.05.2021,7,30.05.2021,7,13.02.2021,2,,,,,,
31.12.2020,57,31.12.2020,23,,,07.08.2021,6,28.05.2021,16,12.01.2021,7,,,21.05.2021,5,20.04.2021,22,22.06.2021,20,,,21.01.2021,1,21.04.2021,31,22.04.2021,32,25.01.2021,2,12.02.2021,2,17.07.2021,2,30.04.2021,2,05.02.2021,2,06.05.2021,9,19.06.2021,2,13.04.2021,5,,,03.02.2021,1,14.04.2021,4,,,,,09.03.2021,24,27.05.2021,1,09.03.2021,2,11.02.2021,3,24.05.2021,1,25.06.2021,2,,,01.07.2021,1,26.03.2021,5,,,12.05.2021,11,19.04.2021,7,,,01.06.2021,3,02.06.2021,7,14.02.2021,4,,,,,,
01.01.2021,34,01.01.2021,2,,,,,30.05.2021,1,13.01.2021,2,,,22.05.2021,1,22.04.2021,10,23.06.2021,14,,,22.01.2021,4,22.04.2021,1,23.04.2021,4,26.01.2021,4,14.02.2021,1,18.07.2021,6,01.05.2021,2,06.02.2021,3,07.05.2021,7,21.06.2021,4,14.04.2021,6,,,04.02.2021,6,15.04.2021,9,,,,,10.03.2021,49,28.05.2021,7,10.03.2021,3,12.02.2021,5,25.05.2021,4,28.06.2021,1,,,02.07.2021,4,27.03.2021,1,,,13.05.2021,17,20.04.2021,5,,,03.06.2021,1,03.06.2021,7,15.02.2021,4,,,,,,
03.01.2021,88,03.01.2021,2,,,,,01.06.2021,3,15.01.2021,5,,,24.05.2021,1,23.04.2021,2,24.06.2021,13,,,26.01.2021,1,23.04.2021,52,25.04.2021,7,28.01.2021,6,16.02.2021,1,19.07.2021,12,03.05.2021,2,08.02.2021,2,10.05.2021,13,22.06.2021,1,15.04.2021,5,,,05.02.2021,4,16.04.2021,8,,,,,11.03.2021,16,29.05.2021,3,11.03.2021,22,13.02.2021,1,26.05.2021,9,29.06.2021,4,,,05.07.2021,4,28.03.2021,3,,,14.05.2021,3,21.04.2021,11,,,04.06.2021,1,04.06.2021,1,18.02.2021,9,,,,,,
05.01.2021,117,05.01.2021,9,,,,,02.06.2021,6,16.01.2021,3,,,27.05.2021,6,24.04.2021,1,25.06.2021,15,,,27.01.2021,2,24.04.2021,2,26.04.2021,36,29.01.2021,3,17.02.2021,4,21.07.2021,8,04.05.2021,1,09.02.2021,2,11.05.2021,7,24.06.2021,3,16.04.2021,9,,,07.02.2021,1,18.04.2021,2,,,,,12.03.2021,9,30.05.2021,1,12.03.2021,5,15.02.2021,10,27.05.2021,1,01.07.2021,5,,,06.07.2021,6,29.03.2021,67,,,17.05.2021,18,22.04.2021,2,,,05.06.2021,3,06.06.2021,1,19.02.2021,7,,,,,,
06.01.2021,102,06.01.2021,12,,,,,04.06.2021,5,20.01.2021,17,,,28.05.2021,2,26.04.2021,6,26.06.2021,27,,,29.01.2021,8,25.04.2021,1,27.04.2021,98,31.01.2021,2,18.02.2021,2,22.07.2021,5,05.05.2021,7,10.02.2021,4,12.05.2021,9,25.06.2021,3,19.04.2021,4,,,08.02.2021,2,20.04.2021,10,,,,,14.03.2021,9,31.05.2021,1,13.03.2021,1,17.02.2021,8,28.05.2021,3,02.07.2021,1,,,07.07.2021,1,30.03.2021,12,,,18.05.2021,20,23.04.2021,8,,,06.06.2021,1,08.06.2021,1,20.02.2021,3,,,,,,
08.01.2021,78,08.01.2021,4,,,,,07.06.2021,5,21.01.2021,1,,,31.05.2021,1,27.04.2021,12,27.06.2021,17,,,30.01.2021,1,26.04.2021,3,28.04.2021,42,01.02.2021,8,20.02.2021,1,23.07.2021,10,06.05.2021,35,11.02.2021,4,13.05.2021,3,28.06.2021,4,20.04.2021,17,,,09.02.2021,3,21.04.2021,1,,,,,15.03.2021,4,02.06.2021,21,14.03.2021,2,18.02.2021,14,30.05.2021,10,03.07.2021,7,,,09.07.2021,5,31.03.2021,37,,,19.05.2021,27,24.04.2021,9,,,07.06.2021,23,14.06.2021,2,21.02.2021,2,,,,,,
10.01.2021,43,09.01.2021,6,,,,,08.06.2021,60,24.01.2021,1,,,02.06.2021,2,28.04.2021,11,28.06.2021,15,,,01.02.2021,3,27.04.2021,30,29.04.2021,44,03.02.2021,36,22.02.2021,6,25.07.2021,2,07.05.2021,5,16.02.2021,2,14.05.2021,3,29.06.2021,9,21.04.2021,13,,,11.02.2021,9,22.04.2021,13,,,,,16.03.2021,8,03.06.2021,2,15.03.2021,1,20.02.2021,6,31.05.2021,1,05.07.2021,6,,,12.07.2021,2,01.04.2021,3,,,20.05.2021,39,27.04.2021,16,,,08.06.2021,1,16.06.2021,5,23.02.2021,6,,,,,,
11.01.2021,49,12.01.2021,3,,,,,09.06.2021,31,26.01.2021,1,,,03.06.2021,2,29.04.2021,3,29.06.2021,5,,,03.02.2021,7,28.04.2021,1,30.04.2021,7,04.02.2021,9,26.02.2021,5,26.07.2021,12,08.05.2021,38,17.02.2021,4,17.05.2021,13,30.06.2021,7,22.04.2021,6,,,13.02.2021,1,23.04.2021,6,,,,,17.03.2021,8,04.06.2021,19,16.03.2021,2,21.02.2021,2,01.06.2021,7,06.07.2021,3,,,13.07.2021,5,02.04.2021,59,,,21.05.2021,23,28.04.2021,4,,,09.06.2021,7,17.06.2021,2,24.02.2021,5,,,,,,
13.01.2021,65,14.01.2021,6,,,,,10.06.2021,21,29.01.2021,3,,,04.06.2021,2,30.04.2021,12,30.06.2021,1,,,04.02.2021,3,29.04.2021,1,01.05.2021,1,06.02.2021,11,01.03.2021,2,27.07.2021,10,09.05.2021,11,19.02.2021,2,18.05.2021,9,01.07.2021,4,23.04.2021,34,,,14.02.2021,4,26.04.2021,18,,,,,18.03.2021,8,05.06.2021,1,17.03.2021,2,23.02.2021,19,02.06.2021,9,07.07.2021,3,,,14.07.2021,6,03.04.2021,20,,,22.05.2021,1,30.04.2021,4,,,10.06.2021,1,18.06.2021,1,25.02.2021,6,,,,,,
15.01.2021,127,15.01.2021,10,,,,,11.06.2021,4,30.01.2021,1,,,06.06.2021,1,01.05.2021,2,01.07.2021,13,,,06.02.2021,2,30.04.2021,30,02.05.2021,9,07.02.2021,5,03.03.2021,5,28.07.2021,26,10.05.2021,18,21.02.2021,1,19.05.2021,1,02.07.2021,4,24.04.2021,2,,,16.02.2021,6,28.04.2021,6,,,,,19.03.2021,10,07.06.2021,2,18.03.2021,7,24.02.2021,18,03.06.2021,1,09.07.2021,1,,,15.07.2021,3,04.04.2021,12,,,23.05.2021,7,01.05.2021,8,,,11.06.2021,6,19.06.2021,1,27.02.2021,6,,,,,,
16.01.2021,61,17.01.2021,2,,,,,13.06.2021,10,31.01.2021,4,,,07.06.2021,1,04.05.2021,22,02.07.2021,9,,,07.02.2021,3,01.05.2021,3,03.05.2021,6,09.02.2021,4,04.03.2021,4,29.07.2021,11,11.05.2021,20,22.02.2021,6,20.05.2021,3,04.07.2021,1,26.04.2021,5,,,17.02.2021,5,29.04.2021,3,,,,,20.03.2021,6,08.06.2021,11,19.03.2021,12,25.02.2021,15,04.06.2021,14,10.07.2021,1,,,16.07.2021,7,06.04.2021,11,,,24.05.2021,33,02.05.2021,1,,,13.06.2021,8,21.06.2021,1,01.03.2021,3,,,,,,
18.01.2021,49,18.01.2021,2,,,,,14.06.2021,2,01.02.2021,2,,,08.06.2021,1,05.05.2021,4,03.07.2021,10,,,08.02.2021,1,03.05.2021,3,04.05.2021,1,10.02.2021,8,05.03.2021,3,30.07.2021,13,12.05.2021,2,24.02.2021,1,21.05.2021,57,05.07.2021,5,27.04.2021,3,,,18.02.2021,9,30.04.2021,25,,,,,21.03.2021,24,09.06.2021,13,20.03.2021,1,27.02.2021,4,05.06.2021,3,12.07.2021,2,,,18.07.2021,1,07.04.2021,38,,,25.05.2021,55,05.05.2021,23,,,14.06.2021,9,22.06.2021,3,02.03.2021,10,,,,,,
20.01.2021,94,20.01.2021,23,,,,,15.06.2021,10,03.02.2021,1,,,09.06.2021,1,06.05.2021,5,04.07.2021,3,,,10.02.2021,1,04.05.2021,24,05.05.2021,46,12.02.2021,5,07.03.2021,3,31.07.2021,14,13.05.2021,13,25.02.2021,2,22.05.2021,4,06.07.2021,7,28.04.2021,3,,,20.02.2021,4,01.05.2021,1,,,,,22.03.2021,9,10.06.2021,2,21.03.2021,10,01.03.2021,20,06.06.2021,2,13.07.2021,1,,,19.07.2021,3,08.04.2021,7,,,26.05.2021,36,06.05.2021,27,,,16.06.2021,9,24.06.2021,4,03.03.2021,12,,,,,,
21.01.2021,81,22.01.2021,8,,,,,16.06.2021,13,05.02.2021,5,,,10.06.2021,1,07.05.2021,2,05.07.2021,4,,,11.02.2021,3,05.05.2021,6,06.05.2021,30,13.02.2021,6,08.03.2021,4,01.08.2021,9,14.05.2021,3,01.03.2021,11,24.05.2021,19,07.07.2021,3,29.04.2021,2,,,21.02.2021,3,02.05.2021,1,,,,,23.03.2021,7,11.06.2021,18,22.03.2021,4,02.03.2021,16,08.06.2021,24,14.07.2021,1,,,20.07.2021,1,09.04.2021,33,,,27.05.2021,68,07.05.2021,23,,,17.06.2021,15,28.06.2021,13,05.03.2021,14,,,,,,
23.01.2021,70,23.01.2021,2,,,,,17.06.2021,13,12.02.2021,2,,,11.06.2021,2,08.05.2021,2,06.07.2021,2,,,14.02.2021,3,06.05.2021,13,07.05.2021,36,15.02.2021,7,09.03.2021,7,02.08.2021,2,15.05.2021,4,02.03.2021,2,25.05.2021,3,08.07.2021,6,30.04.2021,6,,,22.02.2021,4,03.05.2021,1,,,,,24.03.2021,84,12.06.2021,6,23.03.2021,2,04.03.2021,1,09.06.2021,3,15.07.2021,3,,,21.07.2021,11,10.04.2021,7,,,28.05.2021,53,08.05.2021,34,,,21.06.2021,17,02.07.2021,3,06.03.2021,3,,,,,,
25.01.2021,87,25.01.2021,3,,,,,19.06.2021,2,13.02.2021,4,,,13.06.2021,1,09.05.2021,1,07.07.2021,7,,,15.02.2021,2,07.05.2021,3,08.05.2021,5,16.02.2021,8,10.03.2021,7,03.08.2021,36,17.05.2021,17,03.03.2021,7,26.05.2021,1,09.07.2021,2,01.05.2021,7,,,24.02.2021,6,04.05.2021,6,,,,,25.03.2021,35,14.06.2021,1,25.03.2021,25,05.03.2021,44,10.06.2021,13,16.07.2021,1,,,22.07.2021,7,11.04.2021,1,,,30.05.2021,2,10.05.2021,2,,,22.06.2021,17,05.07.2021,1,07.03.2021,2,,,,,,
26.01.2021,66,26.01.2021,9,,,,,21.06.2021,11,14.02.2021,1,,,14.06.2021,1,10.05.2021,1,08.07.2021,3,,,16.02.2021,4,08.05.2021,1,09.05.2021,1,18.02.2021,16,12.03.2021,6,04.08.2021,50,18.05.2021,26,04.03.2021,7,27.05.2021,2,10.07.2021,3,03.05.2021,4,,,25.02.2021,6,05.05.2021,13,,,,,26.03.2021,12,15.06.2021,3,26.03.2021,2,06.03.2021,28,11.06.2021,1,18.07.2021,1,,,23.07.2021,10,12.04.2021,24,,,31.05.2021,38,11.05.2021,1,,,24.06.2021,7,06.07.2021,4,09.03.2021,10,,,,,,
28.01.2021,81,28.01.2021,3,,,,,22.06.2021,10,16.02.2021,17,,,16.06.2021,4,11.05.2021,3,09.07.2021,3,,,18.02.2021,2,09.05.2021,1,10.05.2021,15,19.02.2021,7,13.03.2021,4,05.08.2021,56,19.05.2021,3,05.03.2021,4,28.05.2021,9,11.07.2021,7,04.05.2021,1,,,26.02.2021,1,06.05.2021,2,,,,,27.03.2021,13,16.06.2021,6,27.03.2021,3,08.03.2021,33,13.06.2021,8,19.07.2021,1,,,24.07.2021,3,13.04.2021,3,,,01.06.2021,2,12.05.2021,1,,,25.06.2021,1,08.07.2021,1,10.03.2021,25,,,,,,
30.01.2021,87,30.01.2021,2,,,,,23.06.2021,9,17.02.2021,16,,,22.06.2021,2,12.05.2021,2,10.07.2021,3,,,19.02.2021,2,10.05.2021,7,11.05.2021,51,21.02.2021,12,14.03.2021,2,06.08.2021,27,20.05.2021,30,07.03.2021,1,29.05.2021,2,12.07.2021,6,05.05.2021,1,,,28.02.2021,2,07.05.2021,7,,,,,29.03.2021,9,17.06.2021,3,29.03.2021,17,09.03.2021,37,14.06.2021,1,21.07.2021,1,,,26.07.2021,16,14.04.2021,10,,,02.06.2021,34,13.05.2021,1,,,26.06.2021,1,09.07.2021,5,11.03.2021,17,,,,,,
31.01.2021,62,31.01.2021,4,,,,,24.06.2021,7,20.02.2021,2,,,27.06.2021,1,13.05.2021,1,11.07.2021,1,,,21.02.2021,4,11.05.2021,1,12.05.2021,5,22.02.2021,9,16.03.2021,29,07.08.2021,2,21.05.2021,28,08.03.2021,3,31.05.2021,4,13.07.2021,2,06.05.2021,2,,,01.03.2021,8,10.05.2021,1,,,,,31.03.2021,20,18.06.2021,76,30.03.2021,16,10.03.2021,43,16.06.2021,2,22.07.2021,2,,,27.07.2021,13,15.04.2021,32,,,03.06.2021,66,14.05.2021,2,,,28.06.2021,3,14.07.2021,7,12.03.2021,3,,,,,,
02.02.2021,101,02.02.2021,5,,,,,25.06.2021,14,23.02.2021,1,,,28.06.2021,6,14.05.2021,1,12.07.2021,2,,,22.02.2021,4,12.05.2021,4,13.05.2021,58,24.02.2021,17,17.03.2021,7,,,22.05.2021,19,10.03.2021,5,01.06.2021,1,14.07.2021,1,07.05.2021,2,,,03.03.2021,14,11.05.2021,1,,,,,01.04.2021,35,20.06.2021,1,31.03.2021,3,12.03.2021,120,17.06.2021,6,23.07.2021,2,,,28.07.2021,11,16.04.2021,11,,,04.06.2021,18,15.05.2021,1,,,29.06.2021,1,18.07.2021,4,14.03.2021,2,,,,,,
04.02.2021,140,03.02.2021,3,,,,,26.06.2021,6,25.02.2021,2,,,29.06.2021,2,18.05.2021,4,13.07.2021,1,,,23.02.2021,6,13.05.2021,6,14.05.2021,8,25.02.2021,22,19.03.2021,24,,,23.05.2021,9,11.03.2021,8,02.06.2021,10,15.07.2021,1,08.05.2021,1,,,06.03.2021,9,12.05.2021,8,,,,,02.04.2021,33,21.06.2021,1,01.04.2021,17,13.03.2021,2,19.06.2021,10,25.07.2021,2,,,29.07.2021,5,17.04.2021,1,,,05.06.2021,5,17.05.2021,3,,,30.06.2021,1,19.07.2021,6,15.03.2021,40,,,,,,
05.02.2021,88,05.02.2021,10,,,,,27.06.2021,11,26.02.2021,11,,,30.06.2021,1,19.05.2021,1,14.07.2021,6,,,25.02.2021,6,14.05.2021,1,15.05.2021,3,26.02.2021,8,20.03.2021,3,,,24.05.2021,1,12.03.2021,9,03.06.2021,3,16.07.2021,6,09.05.2021,1,,,07.03.2021,5,13.05.2021,9,,,,,03.04.2021,16,22.06.2021,2,02.04.2021,8,14.03.2021,4,20.06.2021,1,26.07.2021,5,,,30.07.2021,15,18.04.2021,1,,,06.06.2021,1,19.05.2021,1,,,05.07.2021,1,20.07.2021,3,16.03.2021,82,,,,,,
07.02.2021,94,07.02.2021,2,,,,,28.06.2021,16,27.02.2021,31,,,03.07.2021,6,20.05.2021,8,15.07.2021,2,,,27.02.2021,4,17.05.2021,7,17.05.2021,27,28.02.2021,7,21.03.2021,7,,,25.05.2021,10,14.03.2021,1,04.06.2021,1,17.07.2021,3,10.05.2021,3,,,08.03.2021,117,14.05.2021,2,,,,,04.04.2021,1,23.06.2021,2,03.04.2021,3,16.03.2021,79,21.06.2021,9,27.07.2021,1,,,01.08.2021,3,19.04.2021,3,,,07.06.2021,25,20.05.2021,3,,,06.07.2021,24,21.07.2021,4,18.03.2021,1,,,,,,
09.02.2021,134,09.02.2021,7,,,,,29.06.2021,3,01.03.2021,3,,,05.07.2021,1,24.05.2021,10,16.07.2021,6,,,02.03.2021,1,18.05.2021,3,18.05.2021,19,01.03.2021,44,22.03.2021,9,,,26.05.2021,8,15.03.2021,26,05.06.2021,2,18.07.2021,1,11.05.2021,2,,,10.03.2021,81,15.05.2021,1,,,,,05.04.2021,1,24.06.2021,1,05.04.2021,2,17.03.2021,31,23.06.2021,16,29.07.2021,4,,,02.08.2021,9,20.04.2021,19,,,08.06.2021,49,22.05.2021,1,,,07.07.2021,2,23.07.2021,17,19.03.2021,66,,,,,,
11.02.2021,131,11.02.2021,8,,,,,30.06.2021,3,02.03.2021,13,,,06.07.2021,1,25.05.2021,2,18.07.2021,1,,,03.03.2021,8,19.05.2021,4,19.05.2021,29,03.03.2021,43,23.03.2021,12,,,27.05.2021,9,16.03.2021,16,09.06.2021,1,19.07.2021,2,12.05.2021,1,,,11.03.2021,11,17.05.2021,8,,,,,06.04.2021,19,25.06.2021,5,06.04.2021,45,18.03.2021,172,24.06.2021,8,30.07.2021,4,,,03.08.2021,52,21.04.2021,3,,,09.06.2021,18,25.05.2021,3,,,08.07.2021,3,26.07.2021,10,20.03.2021,2,,,,,,
12.02.2021,128,13.02.2021,2,,,,,01.07.2021,2,04.03.2021,4,,,07.07.2021,1,27.05.2021,8,19.07.2021,5,,,04.03.2021,5,21.05.2021,22,20.05.2021,23,04.03.2021,20,25.03.2021,14,,,28.05.2021,41,17.03.2021,3,10.06.2021,2,21.07.2021,4,14.05.2021,1,,,12.03.2021,53,19.05.2021,7,,,,,07.04.2021,35,27.06.2021,2,07.04.2021,14,20.03.2021,53,25.06.2021,16,31.07.2021,4,,,04.08.2021,34,22.04.2021,15,,,10.06.2021,71,26.05.2021,2,,,13.07.2021,12,27.07.2021,7,21.03.2021,23,,,,,,
14.02.2021,107,14.02.2021,4,,,,,02.07.2021,2,06.03.2021,8,,,08.07.2021,1,29.05.2021,1,20.07.2021,1,,,06.03.2021,10,22.05.2021,1,21.05.2021,43,06.03.2021,54,26.03.2021,21,,,29.05.2021,5,18.03.2021,40,11.06.2021,1,22.07.2021,1,15.05.2021,2,,,14.03.2021,39,20.05.2021,2,,,,,08.04.2021,9,28.06.2021,2,08.04.2021,50,21.03.2021,32,28.06.2021,11,01.08.2021,6,,,05.08.2021,13,23.04.2021,62,,,11.06.2021,32,27.05.2021,1,,,15.07.2021,3,28.07.2021,6,23.03.2021,36,,,,,,
16.02.2021,73,16.02.2021,14,,,,,03.07.2021,7,08.03.2021,7,,,09.07.2021,2,30.05.2021,2,21.07.2021,10,,,07.03.2021,6,24.05.2021,3,23.05.2021,5,07.03.2021,28,27.03.2021,9,,,30.05.2021,1,21.03.2021,3,15.06.2021,2,23.07.2021,1,16.05.2021,1,,,15.03.2021,17,24.05.2021,7,,,,,09.04.2021,2,29.06.2021,5,09.04.2021,5,22.03.2021,92,30.06.2021,6,02.08.2021,7,,,06.08.2021,32,24.04.2021,15,,,12.06.2021,44,01.06.2021,1,,,16.07.2021,2,30.07.2021,9,24.03.2021,74,,,,,,
