,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nairobi,,Mombasa,,Baringo,,Bomet,,Bungoma,,Busia,,Elgeyo-Marakwet,,Embu,,Garissa,,Homa Bay,,Isiolo,,Kajiado,,Kakamega,,Kericho,,Kiambu,,Kilifi,,Kirinyaga,,Kisii,,Kisumu,,Kitui,,Kwale,,Laikipia,,Lamu,,Machakos,,Makueni,,Mandera,,Marsabit,,Meru,,Migori,,Murang'a,,Nakuru,,Nandi,,Narok,,Nyamira,,Nyandarua,,Nyeri,,Samburu,,Siaya,,Taita–Taveta,,Tharaka-Nithi,,Trans-Nzoia,,Turkana,,Uasin Gishu,,Vihiga,,Wajir,,West Pokot,
Date,Cases,Deaths,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death
24.11.2020,253,14,77,0,0,1,6,0,15,0,30,0,0,0,1,0,0,0,12,0,0,0,0,1,22,0,30,2,0,1,9,0,0,0,15,0,22,0,0,0,19,1,0,0,2,0,21,0,3,0,0,0,0,0,0,0,13,0,19,0,0,1,9,0,1,0,29,0,31,0,3,1,4,0,34,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,5,0
25.11.2020,274,14,0,0,1,0,7,0,0,0,0,1,2,0,3,0,1,0,2,0,1,0,13,0,0,0,13,0,93,5,16,0,1,0,0,0,11,0,1,0,4,0,8,0,0,0,3,0,4,0,0,0,1,0,13,0,0,0,8,1,40,0,10,0,0,0,1,0,0,0,8,1,1,0,1,1,9,0,0,0,7,0,32,1,20,0,0,0,0,0,0,0
26.11.2020,0,17,160,1,1,0,33,0,7,0,25,0,0,0,6,0,0,0,2,0,10,0,29,0,32,0,68,0,96,2,152,0,0,0,24,0,44,0,13,0,4,0,14,0,16,0,0,0,5,0,0,0,2,1,45,0,0,0,15,0,37,0,6,0,0,0,1,0,27,0,21,2,12,0,18,0,11,0,0,0,9,0,4,0,22,4,3,1,0,0,0,0
27.11.2020,395,17,0,0,0,0,2,0,15,0,14,1,0,0,8,0,0,0,1,0,2,0,11,0,47,1,33,1,0,3,0,1,1,0,30,0,18,0,1,0,0,0,9,0,4,0,24,0,9,0,0,0,0,0,4,1,1,0,7,0,4,1,1,0,0,0,26,0,0,0,7,1,0,0,9,0,15,0,0,0,1,0,9,0,2,3,4,0,0,0,0,0
28.11.2020,0,14,87,1,1,0,1,0,9,0,21,0,0,0,25,0,0,1,5,0,11,0,0,0,7,0,1,0,17,2,11,1,9,0,2,0,13,0,29,0,4,0,8,0,1,0,28,0,4,0,0,0,0,0,10,0,2,0,34,1,0,1,1,0,0,0,0,0,35,1,27,0,1,0,0,1,1,0,1,0,0,0,10,0,2,1,16,0,1,0,0,0
29.11.2020,135,6,13,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,26,0,1,0,1,0,9,0,1,0,0,0,0,0,17,0,16,0,0,0,1,0,0,0,13,0,1,0,0,0,16,0,13,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.11.2020,0,22,0,0,0,0,0,0,0,0,1,0,0,0,30,0,6,0,0,1,0,0,19,0,1,0,0,1,0,1,40,0,0,0,0,0,7,0,0,1,5,0,1,0,16,0,0,1,0,0,2,0,0,0,6,0,0,0,3,1,2,0,25,0,0,0,0,1,14,0,34,2,5,0,21,0,7,0,1,0,0,0,11,3,8,3,0,1,1,0,0,0
01.12.2020,204,17,41,0,5,0,1,0,1,0,40,0,2,0,41,1,1,0,13,0,21,0,0,1,12,1,57,1,23,2,83,0,71,1,5,1,0,0,1,0,7,0,2,0,0,0,4,0,0,0,2,0,1,0,2,0,0,0,14,0,118,1,16,0,0,0,9,0,24,0,18,3,6,0,6,0,5,0,0,0,7,0,8,0,52,0,6,0,0,0,4,0
02.12.2020,326,14,0,0,0,0,11,0,19,0,0,0,0,0,34,0,13,0,10,1,3,0,13,0,6,0,4,0,86,2,0,2,43,1,0,0,12,0,24,0,7,0,32,0,17,0,25,0,36,1,0,0,0,0,45,0,35,0,67,1,0,2,12,0,0,0,0,0,5,1,17,0,6,0,18,0,20,0,11,0,0,0,2,0,14,0,0,0,11,0,0,0
03.12.2020,0,14,78,0,8,0,12,0,8,0,16,0,0,0,4,0,2,0,3,0,1,0,23,0,0,0,18,0,0,4,23,1,49,0,13,0,27,0,3,0,0,1,9,0,3,0,15,1,1,1,0,0,0,0,19,0,10,0,4,1,73,0,3,0,1,0,35,0,1,0,21,3,0,0,11,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
04.12.2020,207,11,83,0,0,0,0,0,1,0,24,0,0,0,3,0,5,0,3,0,3,0,20,0,40,0,10,1,38,3,21,0,13,0,15,0,31,0,8,0,2,0,7,0,0,0,0,1,12,0,0,1,0,0,3,0,0,0,6,0,79,0,8,0,6,0,0,0,13,0,20,2,2,0,2,0,11,0,2,0,0,0,8,0,10,0,5,1,2,0,0,0
05.12.2020,0,8,0,0,0,0,0,0,30,0,31,1,0,0,4,0,14,0,0,0,0,0,0,0,12,0,2,3,40,1,1,0,7,0,1,1,6,0,0,0,0,0,5,0,0,0,2,0,4,1,0,0,0,0,3,0,5,0,19,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
06.12.2020,76,8,21,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,9,1,7,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,1,1,0,0,0,0,0,0,11,0,0,0,3,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,7,0
07.12.2020,192,13,17,0,0,0,1,0,13,0,28,0,0,0,5,0,0,0,0,2,2,0,14,0,2,0,9,1,0,0,93,0,11,1,0,0,6,0,4,0,1,0,4,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,19,1,3,0,0,0,0,0,1,0,14,0,0,0,2,1,1,0,1,0,6,0,0,0,22,1,0,0,1,0,0,0
08.12.2020,0,11,0,0,0,0,0,0,64,0,36,0,1,0,13,0,0,0,2,0,0,0,0,0,7,1,19,0,19,2,0,0,6,0,0,0,17,0,0,0,19,0,4,0,11,0,0,1,2,0,0,1,9,0,1,0,0,0,2,1,11,1,0,0,0,0,0,0,1,0,6,0,0,0,1,0,2,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0
09.12.2020,159,4,67,0,1,0,7,0,19,0,0,0,0,0,1,0,1,0,0,0,5,0,9,0,15,0,11,0,69,0,10,0,7,0,4,0,0,0,7,0,4,0,19,0,9,0,5,0,13,0,0,0,0,0,26,0,0,0,56,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,36,0,11,0,0,0,4,0,12,0,0,0,11,0,1,0
10.12.2020,0,7,0,1,1,0,0,0,32,0,41,0,0,0,1,0,2,0,4,0,0,0,6,0,14,0,2,1,0,0,61,0,12,0,1,0,7,0,0,0,2,0,3,0,5,0,3,1,1,0,0,0,0,0,12,0,34,0,2,0,113,0,0,0,0,0,15,0,2,0,17,0,3,0,1,0,4,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0
11.12.2020,144,9,27,0,0,0,0,0,10,0,26,0,0,0,0,0,1,0,0,0,1,0,18,0,13,0,5,0,17,2,142,0,0,0,8,0,4,0,1,0,1,0,1,0,0,0,4,0,1,0,0,0,3,0,1,0,0,0,3,0,37,0,4,0,0,0,7,0,0,0,3,2,0,0,3,1,1,0,1,0,0,0,20,0,15,1,3,0,1,0,2,0
12.12.2020,142,4,10,1,0,0,0,0,0,0,6,0,0,0,12,0,6,0,0,0,0,0,0,0,1,0,0,0,42,1,4,0,15,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5,0,2,0,2,0,5,0,0,0,26,0,6,0,0,0,20,0,0,0,0,0,1,0,42,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.12.2020,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,0,1,0,1,0,0,0
14.12.2020,118,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,12,1,105,26,1,0,0,0,11,0,0,0,5,0,0,0,1,0,2,0,26,0,0,0,1,0,1,0,0,0,3,0,23,1,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0
15.12.2020,0,5,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,12,1,0,0,0,0,4,0,3,0,0,0,21,0,0,0,,0,2,0,0,0,1,0,0,0,5,0,5,0,2,0,5,0,7,0,1,0,5,0,0,0,13,1,0,0,6,0,32,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
16.12.2020,222,9,0,0,2,0,3,0,5,0,0,0,0,0,12,0,4,0,33,0,0,0,1,0,11,0,3,0,0,1,21,0,1,0,2,0,5,0,7,1,4,0,9,0,25,0,0,0,2,1,1,0,2,0,3,0,0,0,9,1,23,1,0,0,3,0,1,0,0,0,18,0,0,0,13,0,21,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0
17.12.2020,161,3,65,0,0,0,0,0,7,1,0,0,0,0,14,0,0,0,6,0,0,0,2,0,0,1,0,0,13,0,22,0,0,0,5,0,4,0,2,0,1,0,1,0,10,0,1,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,8,0,0,0,6,0,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
18.12.2020,0,2,0,0,6,0,0,0,1,0,4,0,0,0,20,0,4,0,1,0,10,0,1,0,8,0,0,0,10,0,15,0,1,0,1,0,0,0,27,0,0,0,12,0,0,0,4,0,2,0,0,0,0,0,9,0,13,0,11,0,48,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,3,0,12,0,1,0,0,0,0,0
19.12.2020,157,13,17,2,0,0,0,0,0,0,13,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,2,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,27,1,0,0,6,0,1,0,7,0,0,0,0,0,4,0,34,0,0,0,0,0,0,0,1,0,2,0,1,0,25,3,0,0,1,0,0,0
20.12.2020,0,4,4,0,0,0,0,0,2,0,4,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,1,0,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.12.2020,50,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,15,0,20,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,10,0,8,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0,0,0
22.12.2020,172,2,68,0,0,0,0,0,5,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,12,0,15,0,13,0,0,0,5,0,10,0,1,0,1,0,0,0,2,0,0,0,6,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23.12.2020,0,4,49,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,1,1,0,3,0,7,0,0,0,6,0,1,0,0,0,3,0,5,0,23,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,5,0,4,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,3,0,2,0,0,0
24.12.2020,143,4,0,1,0,0,0,0,0,1,0,0,1,0,10,0,2,0,0,1,1,0,7,0,0,0,0,0,18,0,12,0,1,0,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,1,0,4,0,11,1,0,0,1,0,0,0
25.12.2020,0,5,13,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,1,3,0,1,0,0,0,2,0,0,0,0,0,2,0,4,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
26.12.2020,55,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.12.2020,44,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.12.2020,0,4,27,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,1,3,0,2,0,0,0,2,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29.12.2020,53,3,23,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.12.2020,0,3,0,0,0,0,0,0,16,0,5,0,0,0,0,0,1,0,8,0,2,0,5,0,3,0,0,0,11,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,14,0,2,0,0,0,0,0
31.12.2020,57,1,23,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,0,0,9,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0
01.01.2021,34,5,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
02.01.2021,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
03.01.2021,88,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
04.01.2021,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0
05.01.2021,117,2,9,1,0,0,0,0,21,0,11,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,11,0,0,0,3,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06.01.2021,102,10,12,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,40,0,0,0,1,0,46,0,9,0,1,0,9,0,0,0,1,1,0,0,9,0,19,1,8,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
07.01.2021,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,22,0,4,0,0,0,0,0,1,1,8,0,0,0,0,0,10,0,9,0,0,0,3,0,5,0,4,0,0,0,1,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0
08.01.2021,78,4,4,0,0,0,0,0,1,0,19,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,20,0,10,0,0,0,1,0,13,0,9,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,11,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0
09.01.2021,0,2,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
10.01.2021,43,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.01.2021,49,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,2,0,2,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,0,0
12.01.2021,0,1,3,0,0,0,0,0,0,0,7,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,1,1,0,1,0,4,0,1,0,6,0,2,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.01.2021,65,3,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,23,0,3,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
14.01.2021,0,2,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7,0,1,0,0,0,10,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.01.2021,127,7,10,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,9,0,6,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,9,0,19,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0
16.01.2021,61,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.01.2021,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18.01.2021,49,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0
19.01.2021,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,3,0,2,0,0,0,5,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.01.2021,94,3,23,1,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.01.2021,81,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,1,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,2,0,11,0,0,0,0,0,0,0,1,0
22.01.2021,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,8,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
23.01.2021,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.01.2021,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
25.01.2021,87,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,8,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
26.01.2021,66,1,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,1,0,1,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.01.2021,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28.01.2021,81,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,1,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0
29.01.2021,0,4,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0
30.01.2021,87,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31.01.2021,62,1,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
