,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nairobi,,Mombasa,,Baringo,,Bomet,,Bungoma,,Busia,,Elgeyo-Marakwet,,Embu,,Garissa,,Homa Bay,,Isiolo,,Kajiado,,Kakamega,,Kericho,,Kiambu,,Kilifi,,Kirinyaga,,Kisii,,Kisumu,,Kitui,,Kwale,,Laikipia,,Lamu,,Machakos,,Makueni,,Mandera,,Marsabit,,Meru,,Migori,,Murang'a,,Nakuru,,Nandi,,Narok,,Nyamira,,Nyandarua,,Nyeri,,Samburu,,Siaya,,Taita–Taveta,,Tharaka-Nithi,,Trans-Nzoia,,Turkana,,Uasin Gishu,,Vihiga,,Wajir,,West Pokot,
Date,Cases,Deaths,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death
19.06.2021,88,10,19,0,0,0,1,0,2,0,10,0,1,0,0,0,0,0,10,0,1,0,0,0,6,3,1,0,2,2,6,0,0,0,33,0,24,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,7,1,0,0,1,0,5,1,10,1,3,0,1,0,0,0,1,0,0,0,15,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20.06.2021,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,4,0,1,0,0,2,0,0,0,0,20,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0
21.06.2021,111,6,43,0,1,0,5,0,11,0,39,1,0,1,0,0,2,0,20,0,1,0,7,0,21,1,46,0,8,0,11,0,1,0,4,0,0,0,1,0,4,0,12,0,0,0,0,0,10,0,0,0,0,0,3,1,1,0,0,0,25,0,9,0,0,0,24,0,1,0,1,0,0,0,57,0,5,0,0,0,17,0,1,0,4,2,19,0,0,0,3,0
22.06.2021,0,10,0,3,0,0,1,0,10,0,0,0,0,0,2,0,2,0,20,3,1,0,5,0,15,1,35,0,38,0,6,0,0,0,8,1,66,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,2,0,0,0,2,0,5,0,11,0,0,0,1,0,0,0,3,0,3,0,0,0,83,0,5,0,0,0,17,0,3,0,19,1,18,0,0,0,1,0
23.06.2021,146,10,47,0,3,0,2,0,9,0,92,0,1,0,0,0,2,0,14,0,1,0,0,0,26,0,39,0,0,0,17,0,4,0,35,0,51,0,37,4,0,0,0,0,0,0,3,0,2,0,0,0,0,0,10,0,2,0,3,0,13,0,16,0,0,1,21,0,2,0,4,0,0,0,76,0,0,0,0,0,0,0,0,0,27,1,16,0,0,0,1,0
24.06.2021,115,7,55,0,1,0,0,0,7,0,46,1,1,0,0,0,2,0,13,0,0,0,6,0,31,1,16,0,16,1,0,0,0,0,29,0,67,0,2,0,3,0,2,0,0,0,14,0,0,0,0,0,1,0,14,0,1,0,3,0,0,0,8,0,2,0,0,0,2,0,3,0,0,0,83,0,0,0,0,0,7,0,4,0,0,1,17,0,0,0,1,0
25.06.2021,0,8,0,0,1,0,0,0,14,0,43,0,1,0,0,0,3,0,15,1,0,0,14,0,31,1,4,0,5,0,16,0,0,0,1,0,38,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,7,0,16,0,2,0,16,0,0,0,7,1,0,0,50,2,4,0,0,0,1,0,0,0,30,1,11,0,0,0,0,0
26.06.2021,56,7,3,0,1,0,1,0,6,0,1,0,0,0,0,0,1,0,27,0,0,0,0,0,12,0,6,0,0,0,4,0,0,0,1,0,12,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,9,0,0,0,0,0,0,0,4,0,5,0,0,0,15,0,0,0,0,0,1,0,0,0,14,3,1,0,0,0,0,0
27.06.2021,0,4,0,0,0,0,0,0,11,0,9,0,0,0,1,0,6,0,17,1,0,0,56,0,13,0,0,0,3,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0
28.06.2021,188,6,17,0,0,0,1,0,16,0,76,1,0,0,6,0,1,0,15,0,1,0,6,0,26,0,13,0,11,0,38,0,2,0,57,0,38,0,2,1,4,0,10,0,0,0,14,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,11,0,1,0,5,0,1,0,2,0,0,0,53,0,7,0,0,0,3,0,13,0,0,2,22,0,0,0,0,0
29.06.2021,137,5,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,5,0,0,0,3,0,13,0,10,0,12,0,35,0,2,0,50,1,23,0,5,0,9,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,5,0,7,0,23,0,0,0,4,0,0,0,1,0,0,0,0,0,53,2,6,0,2,0,1,0,0,0,32,0,17,0,2,0,1,0
30.06.2021,0,7,27,1,0,0,0,0,3,0,24,1,1,0,1,0,0,0,1,0,0,0,0,0,7,0,6,0,0,0,4,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,1,6,0,0,0,7,0,1,0,0,0,0,0,19,0,7,1,0,0,1,0,0,0,37,0,2,0,0,0,0,0
01.07.2021,161,7,0,0,4,0,6,0,2,0,12,1,0,0,0,0,3,0,13,2,0,0,0,0,13,0,4,0,21,0,0,0,1,0,25,0,32,0,1,0,4,0,10,0,2,0,2,0,0,0,2,0,0,0,1,0,1,0,3,0,14,1,7,0,5,0,1,0,1,0,13,1,1,0,36,1,0,0,0,0,0,0,0,0,30,1,19,0,0,0,0,0
02.07.2021,0,3,1,0,3,0,2,0,2,0,38,0,0,0,0,0,0,0,9,0,0,0,6,0,14,0,12,0,30,1,28,0,1,0,4,0,24,0,3,0,4,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,20,1,4,0,0,0,0,0,1,0,12,0,4,0,1,0,0,0,28,0,4,0,0,0,0,0,3,0,43,1,5,0,0,0,1,0
03.07.2021,64,2,31,0,0,0,2,0,7,0,17,0,0,0,6,0,0,0,10,0,0,0,0,0,4,0,9,0,0,0,5,0,0,0,1,0,9,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,21,0,27,0,7,0,0,0,0,0,0,0,0,0,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2021,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,1,2,0,4,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
05.07.2021,155,5,16,0,0,0,3,0,0,0,18,0,0,0,1,0,1,1,4,0,0,0,0,0,3,0,2,0,19,0,43,0,0,0,4,0,13,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,5,0,11,1,0,0,6,0,11,0,4,0,4,0,0,0,21,0,0,0,0,0,1,0,1,0,34,0,0,0,0,0,1,0
06.07.2021,124,16,0,5,6,0,0,0,3,0,12,0,0,0,1,0,0,1,2,0,1,0,11,0,19,0,1,0,0,1,25,0,0,0,13,0,20,0,10,0,7,0,14,1,0,0,6,0,0,0,0,0,2,0,1,0,0,0,4,0,0,3,8,0,3,0,1,0,6,0,0,0,0,0,18,0,0,0,0,0,24,0,4,0,41,2,11,0,0,0,0,0
07.07.2021,0,11,37,1,4,0,2,0,4,1,0,0,1,0,1,0,5,1,7,0,0,0,2,0,2,0,64,0,31,1,0,0,3,0,0,0,10,0,0,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,3,0,2,0,2,0,24,2,11,0,3,0,12,0,1,0,9,0,0,0,26,1,0,0,0,0,2,0,0,0,31,1,12,0,0,0,0,0
08.07.2021,169,16,36,1,0,0,1,0,3,0,27,2,0,0,1,0,8,0,3,0,0,0,13,0,10,1,8,0,26,1,15,0,5,0,6,0,9,0,2,0,6,0,0,0,0,0,1,0,27,2,0,0,1,0,1,0,1,0,6,0,13,2,0,0,0,0,0,0,0,0,6,0,0,0,8,1,2,0,0,0,3,0,1,0,0,1,7,0,0,0,1,0
09.07.2021,0,7,0,0,4,0,3,0,4,0,50,1,0,0,2,0,1,0,3,0,0,0,0,0,5,0,16,0,0,0,11,0,2,1,0,0,12,0,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,30,1,17,0,1,0,9,0,5,0,22,0,0,0,15,0,18,0,1,0,0,0,5,0,39,1,6,0,1,0,0,0
10.07.2021,164,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,16,1,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.07.2021,128,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,3,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12.07.2021,0,8,35,1,1,0,1,0,5,0,18,0,1,0,2,0,20,0,2,0,7,0,0,0,2,0,5,0,0,0,0,0,6,0,6,0,0,0,23,0,6,0,104,0,0,0,8,0,6,0,0,0,0,0,1,0,0,0,8,0,35,1,0,0,2,0,5,0,2,0,1,0,0,0,14,1,14,0,0,0,0,0,0,0,45,4,7,0,0,0,0,0
13.07.2021,178,12,0,0,1,0,1,0,4,0,1,0,0,0,5,1,3,0,1,0,0,0,6,0,14,2,6,0,40,1,10,0,3,0,0,0,20,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,5,0,4,2,54,1,19,0,1,0,0,0,5,0,2,0,0,0,25,0,2,0,8,0,12,0,0,0,0,1,0,0,8,0,0,0
14.07.2021,0,17,87,1,4,0,4,0,13,0,11,0,5,0,7,0,5,0,6,1,1,1,21,0,4,0,15,0,34,2,33,1,0,0,0,0,11,0,10,0,1,0,11,0,1,0,6,0,11,0,0,0,1,0,1,0,5,0,0,0,0,1,0,0,1,0,11,0,6,0,45,0,0,0,23,1,1,0,1,0,0,0,7,0,32,3,0,0,1,0,0,0
15.07.2021,183,7,0,0,3,0,0,0,0,0,3,0,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,224,0,7,0,5,0,7,0,2,0,1,0,0,0,14,0,11,0,0,0,1,0,0,0,2,0,0,0,13,1,32,0,13,0,3,0,0,0,3,0,6,0,0,0,5,1,6,0,0,0,3,0,0,0,36,3,1,0,0,0,1,0
16.07.2021,229,11,67,1,1,0,2,0,18,0,0,1,0,0,3,0,4,0,6,0,0,0,11,0,1,0,19,1,72,2,6,0,3,0,0,0,4,0,2,0,6,0,4,0,0,0,24,1,6,0,0,0,0,0,1,0,6,0,7,0,27,0,12,1,1,0,1,0,7,1,86,1,0,0,26,1,6,0,2,0,2,0,0,0,24,0,0,0,2,0,0,0
17.07.2021,0,10,41,4,1,0,0,0,0,0,24,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,2,0,10,0,31,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18.07.2021,256,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,2,0,1,0,4,0,0,0,0,1,6,0,3,0,0,0,2,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,1,0,0,0,1,0,19,1,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
19.07.2021,0,19,52,7,0,0,1,0,2,0,19,2,0,0,3,0,7,1,5,0,0,0,0,0,2,0,8,0,41,0,11,2,12,1,2,0,8,0,10,0,2,0,1,0,0,0,8,0,1,0,0,0,0,0,3,1,23,0,10,1,30,0,17,0,1,0,2,0,3,0,2,0,0,0,8,0,6,2,0,0,0,0,6,0,0,0,7,0,0,0,0,0
20.07.2021,334,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,1,0,20,2,84,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,5,1,21,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
21.07.2021,319,23,0,9,1,0,1,0,4,0,0,0,0,0,5,0,5,1,10,3,0,0,11,0,0,0,11,0,0,1,71,0,8,1,2,0,9,0,2,0,4,0,5,0,5,0,0,0,28,0,0,0,1,0,0,0,3,0,9,3,0,0,3,0,1,0,3,0,11,2,9,0,0,0,12,0,9,0,0,0,0,0,4,0,45,2,0,0,0,0,0,0
22.07.2021,0,16,60,7,2,0,3,0,8,0,20,0,0,0,6,0,10,0,5,1,2,0,0,0,7,0,10,0,59,0,36,0,5,0,4,0,0,0,4,0,1,0,2,0,0,0,24,0,3,0,0,0,0,0,3,0,0,0,15,3,32,2,36,0,2,0,0,0,7,0,1,0,0,0,25,0,1,0,0,0,1,0,0,0,29,1,5,0,0,0,0,0
23.07.2021,397,19,0,0,0,0,0,0,6,0,66,1,0,0,1,0,8,0,7,1,0,0,8,0,1,0,11,0,58,1,23,0,10,0,1,0,6,0,14,0,1,0,2,0,3,0,29,1,0,0,0,0,0,0,2,1,5,0,12,2,46,5,0,0,2,0,3,0,10,0,35,0,0,0,8,0,1,0,0,0,1,0,17,0,0,0,4,0,0,0,2,0
24.07.2021,0,10,26,1,1,0,1,0,0,0,5,0,1,0,3,0,3,0,0,0,0,0,6,0,2,1,2,0,0,3,0,0,0,0,1,0,4,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,9,1,17,1,13,1,0,0,0,0,3,0,46,1,0,0,5,0,2,0,0,0,1,0,0,0,66,0,0,0,0,0,0,0
25.07.2021,394,14,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,8,0,4,1,0,0,38,0,24,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,8,2,0,3,2,1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,10,0,0,0,1,0,0,0
26.07.2021,460,15,0,2,6,0,2,0,0,0,0,0,1,0,7,0,7,0,0,0,0,0,0,1,4,0,13,0,48,1,39,0,12,0,3,0,9,0,14,0,2,0,5,0,0,0,21,0,43,1,2,0,0,0,2,0,14,0,18,2,27,0,5,0,5,0,4,0,16,0,12,0,0,0,19,0,8,0,0,0,18,0,10,0,36,1,1,0,0,0,1,0
27.07.2021,0,8,46,0,4,0,3,0,8,0,26,0,1,0,3,0,6,0,1,0,1,0,56,2,2,0,14,0,0,2,87,0,10,0,3,0,2,0,5,0,3,0,6,0,7,0,18,0,1,0,0,0,0,0,4,2,10,0,24,1,42,0,6,0,1,0,0,0,13,0,8,0,0,0,7,0,11,0,0,0,1,0,7,0,37,0,3,0,0,0,0,0
28.07.2021,489,10,77,2,9,0,0,0,1,0,21,2,0,0,8,0,5,0,27,0,3,0,29,1,5,0,6,0,34,0,37,0,26,0,2,0,10,0,15,0,0,0,16,0,2,0,12,0,0,0,2,0,8,0,3,0,60,0,16,0,33,0,8,0,0,0,0,0,11,1,9,0,3,0,9,0,3,0,0,0,1,0,6,0,0,2,3,0,0,0,2,0
29.07.2021,0,15,0,2,12,0,1,0,2,0,12,0,1,0,0,0,8,0,7,1,1,0,0,1,3,0,12,0,73,0,0,0,11,0,3,0,5,0,13,0,1,0,1,0,9,0,0,0,28,1,1,0,2,0,1,1,11,0,25,3,0,2,0,0,4,0,0,0,5,0,3,0,0,0,8,0,2,0,0,0,5,0,0,0,29,0,1,0,0,0,3,0
30.07.2021,417,22,96,0,8,0,7,0,4,0,21,0,1,0,16,0,5,0,4,0,0,0,42,3,4,0,16,0,0,6,60,0,13,0,2,0,10,0,2,0,13,0,0,0,0,0,19,0,2,1,0,0,0,0,6,1,4,0,10,0,66,4,28,0,4,0,4,0,15,0,139,1,0,0,5,0,31,1,0,0,11,0,9,0,34,0,3,0,0,0,1,0
31.07.2021,215,2,0,0,1,0,0,0,1,0,5,0,0,0,2,0,2,0,3,0,0,0,10,0,4,0,5,0,50,0,16,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,1,0,0,0,19,1,16,0,0,0,4,0,0,0,0,0,9,0,0,0,1,0,5,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0
01.08.2021,0,4,34,0,3,1,0,0,0,0,7,0,1,0,3,0,14,2,1,0,0,0,4,0,4,0,1,0,19,0,1,0,9,0,2,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,1,0,0,1,0,0,0,10,0,3,0,1,0,6,0,0,0,3,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
02.08.2021,401,18,56,2,11,0,0,0,0,0,0,0,0,0,6,0,15,1,0,0,0,0,0,1,5,0,15,0,0,0,43,0,2,0,2,0,0,0,4,0,1,0,13,1,7,0,0,0,5,0,0,0,7,0,2,0,5,0,22,0,0,5,11,0,7,0,10,0,9,0,54,3,0,0,8,0,7,1,0,0,10,0,16,0,36,0,1,0,0,0,1,0
03.08.2021,0,9,0,0,12,0,0,0,1,0,0,0,3,0,11,0,1,0,2,0,3,0,59,1,2,0,8,0,83,1,27,0,36,0,1,0,4,0,14,0,4,0,8,0,16,0,40,0,45,0,1,0,9,0,5,0,3,0,25,2,86,1,1,0,0,0,1,0,52,1,4,0,0,0,4,0,12,0,2,0,1,0,6,0,26,0,1,0,2,0,1,0
04.08.2021,605,18,101,0,9,0,7,0,6,0,35,0,1,0,15,0,18,1,27,0,3,0,39,0,3,0,10,0,187,4,0,0,50,0,21,0,5,0,6,0,1,0,10,0,6,0,13,0,25,1,0,0,0,0,17,0,3,0,33,1,82,5,2,0,4,0,0,0,34,0,77,3,0,0,6,0,4,0,2,0,0,0,7,0,43,0,0,0,2,0,2,0
05.08.2021,674,14,74,0,19,0,8,0,4,0,55,0,1,0,17,1,9,1,27,0,4,0,0,0,4,0,18,0,0,1,44,0,56,0,23,0,0,0,7,0,0,0,9,0,22,0,57,0,9,0,0,0,2,0,11,0,9,0,44,6,71,3,22,0,3,0,0,0,13,0,20,2,0,0,5,0,7,0,1,0,0,0,0,0,32,0,2,0,1,0,0,0
06.08.2021,0,18,0,1,26,0,1,0,1,0,16,0,1,0,14,3,28,1,4,0,1,0,44,0,5,0,9,0,92,1,25,0,27,0,3,0,2,0,20,0,1,0,4,0,5,0,0,0,30,0,1,0,0,0,14,0,10,0,55,2,0,4,6,0,7,1,5,0,32,1,77,1,0,0,9,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
07.08.2021,286,5,102,0,0,0,6,0,0,0,1,0,1,0,5,0,10,1,1,0,1,0,22,1,2,0,1,0,101,2,18,0,2,0,2,0,1,0,41,0,2,0,4,0,4,0,13,0,1,0,0,0,0,0,7,0,0,0,21,1,30,0,11,0,2,0,0,0,3,0,9,0,0,0,2,0,40,0,0,0,0,0,29,0,18,0,0,0,0,0,0,0
08.08.2021,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,21,0,20,0,1,0,0,0,19,0,0,0,23,4,14,0,4,0,0,0,0,0,0,0,11,1,1,0,0,0,1,0,0,0,4,0,7,0,20,0,0,0,0,0,1,0
09.08.2021,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
10.08.2021,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.08.2021,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.08.2021,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
13.08.2021,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.08.2021,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.08.2021,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.08.2021,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.08.2021,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.08.2021,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.08.2021,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.08.2021,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.08.2021,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.08.2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.08.2021,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.08.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.08.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.08.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
